ItemID,Domain Name,Traffic,Bids,Price,Estimated Value,Domain Age,Auction End Time,Sale Type,Majestic TF,Majestic CF,Backlinks,Referring Domains,TLDs Taken
683165067,officeblogs.com,0,1,90.91,236545.45,3,2026-01-19 17:48:00,Auction,0,4,8,8,2
683663795,discopafrica.com,0,1,90.91,109090.91,19,2026-01-20 17:42:00,Auction,13,16,656,530,1
684447438,debtdad.com,0,1,90.91,140363.64,18,2026-01-22 19:05:00,Auction,0,6,3,3,2
682721609,pdxguide.org,0,1,90.91,50727.27,23,2026-01-19 17:42:00,Auction,8,16,123,54,3
683172678,amanitamushrooms.com,7,1,90.91,129909.09,11,2026-01-19 19:24:00,Auction,10,17,125,96,3
683176691,gridbuilders.com,0,1,90.91,153909.09,18,2026-01-19 21:07:00,Auction,0,11,43,19,2
683162573,campusforums.com,0,1,90.91,190000,24,2026-01-19 17:31:00,Auction,0,11,14,12,3
684682926,iloglobal.com,0,1,90.91,223000,7,2026-01-27 19:37:00,Auction,0,7,23,13,6
685505088,igoai.org,52,1,90.91,32000,6,2026-01-28 16:49:00,Auction,0,0,0,0,3
683182645,hawksproperties.com,0,1,90.91,133000,13,2026-01-19 18:48:00,Auction,0,8,34,15,2
683184831,medvantix.com,0,1,90.91,140909.09,18,2026-01-19 19:10:00,Auction,0,11,18,18,
681448158,marketing-wizard.biz,0,1,90.91,545.45,9,2026-01-19 16:35:00,Auction,0,19,131,75,3
681304774,dinozaury.info,0,1,90.91,909.09,16,2026-01-20 17:24:00,Auction,9,21,161,134,6
683187520,stevezehentner.com,0,1,90.91,13909.09,18,2026-01-19 20:15:00,Auction,6,16,197,183,
684792545,psylostar.com,2,1,90.91,1818.18,3,2026-01-23 17:47:00,Auction,0,10,12,12,1
682091545,globalenglishalliance.org,0,1,90.91,5000,5,2026-01-19 21:03:00,Auction,0,8,7,7,1
684805956,mobilsatis.com,0,1,90.91,126909.09,,2026-01-28 18:21:00,Auction,0,0,3,3,
682763210,ahavalearning.org,15,1,90.91,10636.36,12,2026-01-19 20:24:00,Auction,6,14,78,34,3
681342865,harley-parts.com,0,1,90.91,171545.45,27,2026-01-20 20:04:00,Auction,0,5,29,11,9
681484609,explorology.com,0,1,90.91,281272.73,22,2026-01-21 18:04:00,Auction,0,1,8,8,10
681617970,foodcrime.com,0,1,90.91,209181.82,11,2026-01-22 16:28:00,Auction,0,3,13,13,5
681660153,childreninachangingclimate.org,0,1,90.91,1090.91,19,2026-01-22 16:41:00,Auction,13,18,480,177,1
681763405,youarehere.info,0,1,90.91,104636.36,23,2026-01-19 18:13:00,Auction,0,5,3,3,70
681766544,g4logistics.com,0,1,90.91,103272.73,9,2026-01-19 18:00:00,Auction,0,1,5,5,3
681772595,onyxwellness.org,0,1,90.91,109363.64,6,2026-01-19 21:11:00,Auction,0,7,9,9,6
681825350,forintroverts.com,0,1,90.91,426090.91,2,2026-01-19 18:43:00,Auction,0,8,10,10,1
681836573,quantiora.com,0,1,90.91,8090.91,2,2026-01-19 18:01:00,Auction,0,10,9,9,3
681841831,lehighvalleyautosales.com,0,1,90.91,2000,14,2026-01-19 18:17:00,Auction,0,4,2,2,
682063878,mowl.org,0,1,90.91,107545.45,13,2026-01-20 17:39:00,Auction,0,12,26,26,99
682350648,bebesteps.com,0,1,90.91,580454.55,2,2026-01-21 17:43:00,Auction,3,1,9,9,1
682682768,extensiva.com,0,1,90.91,259545.45,2,2026-01-24 21:25:00,Auction,0,5,4,4,1
683128743,mysandiegowedding.com,0,1,90.91,68090.91,2,2026-01-23 18:37:00,Auction,0,8,11,11,1
683157403,xmanufacturing.net,0,1,90.91,1545.45,3,2026-01-23 17:11:00,Auction,0,1,5,5,2
683180487,biodiversityfinance.org,15,1,90.91,66818.18,13,2026-01-20 18:14:00,Auction,6,17,229,36,3
683182239,spiritwarriornetwork.com,0,1,90.91,110636.36,5,2026-01-19 21:07:00,Auction,0,1,10,8,1
683184926,peculiarparksfoundation.org,0,1,90.91,90.91,4,2026-01-20 18:25:00,Auction,0,8,8,8,2
683188461,aegteleworks.com,0,1,90.91,36909.09,24,2026-01-19 16:28:00,Auction,0,4,9,5,
683188516,royalgardende.com,2,1,90.91,48272.73,7,2026-01-19 18:57:00,Auction,0,13,20,16,1
683189123,nonrealty.com,0,1,90.91,186272.73,24,2026-01-19 20:46:00,Auction,0,11,13,13,1
683658316,brewcoffeemaker.com,7,1,90.91,167818.18,10,2026-01-20 21:11:00,Auction,8,27,1481,432,
683665982,wompon.com,13,1,90.91,125818.18,17,2026-01-20 17:57:00,Auction,13,35,28551,833,1
683669290,austinproglass.com,2,1,90.91,95727.27,16,2026-01-20 16:15:00,Auction,0,12,13,11,1
683672685,sandiegopony.com,0,1,90.91,105636.36,10,2026-01-20 17:27:00,Auction,0,6,4,4,1
683675193,mobilemodels.com,0,1,90.91,224727.27,27,2026-01-20 18:20:00,Auction,0,12,25,23,4
683676577,idemandaplan.com,0,1,90.91,150545.45,14,2026-01-20 17:04:00,Auction,0,1,22,11,3
683679982,nashvillepeptides.com,0,1,90.91,106727.27,8,2026-01-20 18:14:00,Auction,0,8,11,11,1
683683139,dewan.io,0,1,90.91,321090.91,5,2026-01-20 21:17:00,Auction,0,12,9,7,48
683684544,cheapwebhostingservices.com,0,1,90.91,369090.91,24,2026-01-20 18:42:00,Auction,0,5,4,3,
683970936,plushboard.com,0,1,90.91,11363.64,4,2026-01-25 16:58:00,Auction,0,1,10,10,1
683979252,kaikeijimusho.com,0,1,90.91,72909.09,18,2026-01-27 18:55:00,Auction,0,14,68,24,4
684032275,flcondorental.com,2,1,90.91,111909.09,6,2026-01-21 20:11:00,Auction,0,9,11,8,1
684035646,myfresnodentist.com,15,1,90.91,152636.36,19,2026-01-21 16:40:00,Auction,0,9,13,13,5
684046119,montineer.com,0,1,90.91,111090.91,6,2026-01-21 18:20:00,Auction,0,11,20,20,2
684046543,intozone.com,0,1,90.91,225636.36,2,2026-01-21 16:07:00,Auction,0,9,26,14,1
684050704,cubantravelguides.com,0,1,90.91,55272.73,12,2026-01-21 18:24:00,Auction,0,9,4,4,1
684055465,skeletonsense.com,0,1,90.91,127000,17,2026-01-21 20:52:00,Auction,0,0,3,3,1
684059515,kingdomgarage.com,0,1,90.91,134727.27,5,2026-01-21 21:22:00,Auction,0,10,20,18,
684436719,pic-nic.com,0,1,90.91,303909.09,30,2026-01-22 21:08:00,Auction,6,15,331,40,17
684436753,elocal.net,0,1,90.91,280181.82,28,2026-01-22 19:21:00,Auction,0,11,12,11,46
684437295,dotskin.com,0,1,90.91,279181.82,16,2026-01-22 17:34:00,Auction,0,5,3,3,
684446085,thecompanionbook.com,0,1,90.91,5545.45,4,2026-01-22 21:11:00,Auction,0,7,5,4,1
684449122,novabiohealth.com,0,1,90.91,15181.82,2,2026-01-22 20:29:00,Auction,0,8,12,12,1
684474893,earthgreenhouse.com,0,1,90.91,129000,9,2026-01-22 19:09:00,Auction,0,4,2,2,1
684486133,thewardrobes.com,0,1,90.91,128181.82,12,2026-01-22 19:55:00,Auction,0,13,42,32,7
684487663,pixbets.com,0,1,90.91,234090.91,6,2026-01-22 20:23:00,Auction,0,7,7,7,8
684487726,1nocorealestatesearch.com,0,1,90.91,2000,11,2026-01-22 17:23:00,Auction,0,8,22,14,1
684487789,sun-drenched.com,0,1,90.91,23727.27,2,2026-01-22 17:38:00,Auction,0,7,6,6,1
684487890,sesveyutmaproblemleri.com,0,1,90.91,1909.09,20,2026-01-22 20:56:00,Auction,0,8,10,10,1
684489535,cbagolf.com,0,1,90.91,129545.45,10,2026-01-22 16:08:00,Auction,0,5,2,2,2
684492526,sailinggalapagos.com,0,1,90.91,109636.36,23,2026-01-22 19:32:00,Auction,11,5,10,10,1
684499097,dancebeach.com,0,1,90.91,175818.18,8,2026-01-22 17:21:00,Auction,0,5,9,9,
684746538,shopneworleansh-d.com,0,1,90.91,1454.55,16,2026-01-23 17:58:00,Auction,0,9,8,8,1
684746458,finddentaljobs.com,0,1,90.91,351636.36,15,2026-01-23 17:17:00,Auction,0,10,11,10,1
684752688,jonesboroanimalhospital.com,4,1,90.91,45272.73,19,2026-01-23 16:51:00,Auction,1,13,44,28,1
684780285,squadcenter.com,2,1,90.91,156545.45,13,2026-01-23 19:29:00,Auction,1,14,265,19,1
684781124,didico.com,2,1,90.91,305272.73,23,2026-01-23 20:58:00,Auction,0,6,5,5,14
684792519,wandercookies.com,0,1,90.91,111181.82,6,2026-01-23 17:15:00,Auction,0,8,7,7,1
684797147,theapis.xyz,0,1,90.91,2545.45,5,2026-01-23 19:01:00,Auction,4,16,180,122,5
684841323,jordangehrke.com,0,1,90.91,173545.45,16,2026-01-24 16:56:00,Auction,0,12,24,20,6
684855083,glyphr.com,2,1,90.91,127454.55,16,2026-01-24 21:08:00,Auction,0,9,18,18,4
684856756,bestturntables.com,0,1,90.91,134818.18,12,2026-01-24 19:55:00,Auction,0,4,1,1,
684867917,momentumftx.org,0,1,90.91,454.55,2,2026-01-25 18:46:00,Auction,0,10,24,22,5
684878363,lawmarketingexpert.com,0,1,90.91,94090.91,23,2026-01-24 17:28:00,Auction,0,4,3,3,1
685100481,benefithelpline.com,0,1,90.91,138909.09,14,2026-01-26 20:58:00,Auction,0,4,3,3,3
685126573,buyandsellproperties.com,0,1,90.91,179909.09,23,2026-01-26 18:52:00,Auction,0,4,4,4,
685144682,lightenvy.com,0,1,90.91,397454.55,6,2026-01-26 19:46:00,Auction,2,14,131,130,2
681618321,hachikura-j.com,0,1,90.91,2090.91,11,2026-01-20 17:44:00,Auction,0,1,38,19,1
681879628,theglobaloilbroker.com,0,1,90.91,2000,2,2026-01-19 19:46:00,Auction,0,1,7,7,1
681943855,hawksafe.com,0,1,90.91,151454.55,20,2026-01-24 17:44:00,Auction,1,8,12,9,
681952276,silverchair.org,0,1,90.91,133636.36,5,2026-01-20 19:17:00,Auction,0,13,20,19,16
681962965,comm.technology,0,1,2272.73,203727.27,5,2026-01-20 18:12:00,Auction,0,1,3,3,163
682065429,cosmiccupcoffee.com,0,1,90.91,112545.45,22,2026-01-20 16:56:00,Auction,22,15,508,33,1
682065956,getraders.com,0,1,90.91,140545.45,4,2026-01-20 20:26:00,Auction,0,11,10,10,4
682080768,thegoodsonnetwork.com,0,1,90.91,2000,15,2026-01-20 19:22:00,Auction,0,3,1,1,
682236287,fireflygraphics.com,0,1,90.91,372454.55,20,2026-01-25 20:32:00,Auction,0,1,3,3,6
682740912,swiftlee.com,0,1,90.91,185636.36,14,2026-01-22 18:20:00,Auction,0,12,15,15,3
683167702,dogrescuefederation.org,0,1,90.91,6090.91,15,2026-01-20 16:26:00,Auction,12,16,1066,175,1
683172203,bigcitybumpkin.com,0,1,90.91,50272.73,12,2026-01-19 16:27:00,Auction,1,8,9,9,1
683173262,takethejourney.net,0,1,90.91,73181.82,15,2026-01-23 16:41:00,Auction,2,5,128,125,12
683175097,itskink.com,0,1,90.91,113090.91,2,2026-01-19 21:19:00,Auction,0,7,21,16,1
683175626,smallwonderseec.com,4,1,90.91,37818.18,17,2026-01-19 19:03:00,Auction,0,12,15,14,1
683176553,pantherquant.io,4,1,90.91,10727.27,5,2026-01-19 18:13:00,Auction,0,16,69,52,1
683188498,carwashcoach.com,0,1,90.91,153000,17,2026-01-19 17:01:00,Auction,0,5,3,3,1
683189409,aetoisolutions.com,0,1,90.91,1090.91,3,2026-01-19 19:15:00,Auction,0,7,24,14,1
683189780,cosmotelluride.com,0,1,90.91,117181.82,28,2026-01-22 17:58:00,Auction,25,18,213,97,1
683651596,acne-treatment.com,0,1,90.91,295909.09,28,2026-01-20 19:53:00,Auction,4,12,40,23,
683661409,customeractions.com,0,1,90.91,125636.36,2,2026-01-20 21:16:00,Auction,0,4,3,3,2
683664397,thebookstudio.com,0,1,90.91,114727.27,18,2026-01-20 21:10:00,Auction,12,17,218,42,
683669621,ptownkicks.com,7,1,90.91,61636.36,8,2026-01-20 17:26:00,Auction,0,6,6,5,1
683669653,mybizemail.com,0,1,90.91,159272.73,2,2026-01-20 18:56:00,Auction,0,4,17,14,
683673427,avillatrashservice.com,11,1,90.91,59363.64,5,2026-01-20 20:06:00,Auction,0,7,7,6,1
683679062,nicobasile.com,0,1,90.91,123181.82,18,2026-01-20 18:33:00,Auction,0,12,17,17,1
683680031,183msc.com,0,1,90.91,122636.36,15,2026-01-20 20:14:00,Auction,0,12,33,23,1
683680837,netbestdomain.com,2,1,90.91,20909.09,20,2026-01-20 20:14:00,Auction,0,10,15,15,1
683682521,greaterdaytonhomesearch.com,0,1,90.91,69272.73,15,2026-01-20 18:21:00,Auction,5,19,80,39,1
683683098,oscarindia.com,0,1,90.91,299000,29,2026-01-23 19:49:00,Auction,13,16,186,161,5
683974115,psychictherapist.com,0,1,90.91,281090.91,23,2026-01-20 20:02:00,Auction,0,7,3,3,4
684028405,asbrothersb.com,0,1,90.91,1636.36,4,2026-01-21 19:46:00,Auction,0,8,9,7,1
684033011,spinave.com,0,1,90.91,240454.55,11,2026-01-21 18:54:00,Auction,0,11,11,11,4
684049760,trackbeacon.com,0,1,90.91,143636.36,11,2026-01-21 20:13:00,Auction,0,8,7,7,3
684053848,sunseekerenergy.com,0,1,90.91,145181.82,20,2026-01-21 21:23:00,Auction,0,8,166,7,1
684054723,precatom.com,0,1,90.91,4636.36,2,2026-01-21 19:02:00,Auction,0,1,6,6,1
684055488,americazoo.com,0,1,90.91,154363.64,27,2026-01-21 18:50:00,Auction,14,20,2918,1666,1
684055524,synthpopular.com,0,1,90.91,118272.73,17,2026-01-21 20:04:00,Auction,0,8,10,10,1
684055528,skeletoncinema.com,0,1,90.91,84363.64,17,2026-01-21 17:13:00,Auction,0,11,11,11,1
684055655,skeletoncinemas.com,0,1,90.91,97727.27,17,2026-01-21 21:07:00,Auction,0,11,11,11,1
684055774,skeletonsenses.com,0,1,90.91,109636.36,17,2026-01-21 16:49:00,Auction,0,8,9,9,1
684437741,timeplaying.com,0,1,90.91,296818.18,2,2026-01-22 21:04:00,Auction,0,11,10,10,1
684438253,68427.com,0,1,90.91,185818.18,17,2026-01-22 19:31:00,Auction,0,7,16,8,16
684439145,occupied.io,0,1,90.91,185818.18,9,2026-01-22 20:57:00,Auction,0,4,3,3,
684487699,aichecker.io,0,1,90.91,31909.09,4,2026-01-22 17:18:00,Auction,0,0,0,0,47
684495269,zidi.io,2,1,90.91,161272.73,6,2026-01-22 16:12:00,Auction,0,0,0,0,34
684498722,tganalytics.com,0,1,90.91,139181.82,12,2026-01-22 17:13:00,Auction,0,5,7,7,3
684691356,middleclassamerica.com,0,1,90.91,243000,15,2026-01-27 16:35:00,Auction,0,8,15,15,7
684776520,crp.xyz,0,1,90.91,240909.09,5,2026-01-23 16:11:00,Auction,0,10,10,10,109
684776435,datamastersnyc.com,0,1,90.91,84363.64,7,2026-01-23 17:22:00,Auction,0,8,9,9,1
684778473,seniormedicareadvisor.com,2,1,90.91,105454.55,8,2026-01-23 16:11:00,Auction,0,6,8,8,1
684784378,tracecommunications.com,0,1,90.91,139181.82,23,2026-01-23 16:22:00,Auction,0,13,65,19,1
684786171,mkeingcoffee.com,7,1,90.91,77454.55,10,2026-01-23 17:09:00,Auction,8,13,31,25,1
684840033,leadershipdevelopmenttraining.org,0,1,90.91,31000,18,2026-01-25 16:51:00,Auction,0,12,22,21,3
684853488,peppypeptides.com,0,1,90.91,1272.73,2,2026-01-24 18:44:00,Auction,0,4,8,8,1
684858663,manypokies87.com,0,1,90.91,35909.09,7,2026-01-24 16:42:00,Auction,11,33,22623,1239,1
684861051,77odds.com,0,1,90.91,139181.82,2,2026-01-24 16:52:00,Auction,0,8,56,22,
684868026,northlandchorus.com,0,1,90.91,50818.18,14,2026-01-24 19:17:00,Auction,11,13,22,16,1
684943723,woof3.com,0,1,90.91,114090.91,5,2026-01-25 20:04:00,Auction,0,6,9,9,2
684945666,unionsquarehealth.com,0,1,90.91,129090.91,5,2026-01-25 21:28:00,Auction,1,10,12,12,1
684962426,japaneserestaurantarlington.com,0,1,90.91,1727.27,3,2026-01-25 19:52:00,Auction,0,16,17,13,1
685130233,check-inn.com,0,1,90.91,211454.55,8,2026-01-26 16:47:00,Auction,25,15,79,39,17
682787295,assistedliving123.com,0,1,90.91,2636.36,2,2026-01-21 21:15:00,Auction,4,1,5,5,2
683127479,care42.com,0,1,90.91,147818.18,2,2026-01-23 17:32:00,Auction,0,5,5,5,3
683160727,dumplingkingmiami.com,0,1,90.91,65727.27,11,2026-01-19 19:53:00,Auction,0,5,16,16,1
683164502,capitalescape.com,0,1,90.91,153181.82,8,2026-01-19 17:51:00,Auction,0,8,7,7,
683166663,bartenderpros.com,0,1,90.91,6181.82,2,2026-01-19 18:39:00,Auction,0,11,14,10,1
683167608,floating-properties.com,0,1,90.91,1636.36,2,2026-01-19 21:29:00,Auction,0,1,4,3,1
683168558,realityisyours.com,2,1,90.91,4090.91,2,2026-01-19 17:25:00,Auction,0,1,13,13,1
683173732,associatepay.com,0,1,90.91,138727.27,9,2026-01-23 21:00:00,Auction,3,13,181,41,1
683173790,97060.com,0,1,90.91,186727.27,17,2026-01-19 19:59:00,Auction,0,7,20,12,13
683186263,codespicy.com,0,1,90.91,133272.73,11,2026-01-19 17:03:00,Auction,0,7,5,5,1
683187056,beercask.com,0,1,90.91,142545.45,10,2026-01-19 19:19:00,Auction,0,6,3,3,1
683423526,chopco.com,16,1,90.91,215909.09,19,2026-01-23 20:45:00,Auction,0,10,10,10,4
683480407,kfmall.com,7,1,90.91,164818.18,19,2026-01-23 17:22:00,Auction,0,13,27,23,3
683670520,cocchicago.com,4,1,90.91,138000,10,2026-01-20 18:48:00,Auction,0,7,7,7,1
683672286,pharmawise.io,0,1,90.91,27363.64,8,2026-01-20 21:00:00,Auction,0,13,18,18,11
683672148,vcphotos.com,0,1,90.91,121636.36,14,2026-01-20 19:01:00,Auction,0,5,5,5,1
683672457,sdpony.com,0,1,90.91,119000,10,2026-01-20 21:14:00,Auction,0,5,2,2,2
683673017,newagegranite.com,0,1,90.91,103363.64,12,2026-01-24 18:21:00,Auction,7,22,84,52,1
683679953,nashvillepeptide.com,0,1,90.91,102181.82,8,2026-01-20 20:22:00,Auction,0,8,11,11,1
683683737,transkids.us,0,1,90.91,1545.45,23,2026-01-20 19:54:00,Auction,8,15,85,30,18
683968228,wherecanibuysilver.com,0,1,90.91,62090.91,16,2026-01-25 21:05:00,Auction,0,11,14,13,1
683969264,flockwave.com,0,1,2272.73,211090.91,5,2026-01-24 18:46:00,Auction,0,1,10,10,4
684023849,dubaigoldexchange.com,0,1,90.91,131363.64,2,2026-01-21 18:42:00,Auction,0,9,9,9,
684040665,jimtoner.com,0,1,90.91,111181.82,2,2026-01-21 17:12:00,Auction,0,12,25,21,1
684041264,alwancars-uae.com,0,1,90.91,1181.82,19,2026-01-21 20:18:00,Auction,0,11,18,18,1
684047656,thedoortrimguide.com,0,1,90.91,1090.91,4,2026-01-21 16:21:00,Auction,0,5,3,3,1
684051228,byerssecurityconsulting.com,4,1,90.91,65363.64,14,2026-01-21 20:19:00,Auction,0,5,6,6,1
684051779,lxnews.org,0,1,90.91,117636.36,16,2026-01-22 20:06:00,Auction,11,34,1516,212,6
684055178,yafaray.org,11,1,90.91,21545.45,18,2026-01-22 17:22:00,Auction,20,25,16904,675,2
684744107,fractionalbuy.com,0,1,90.91,8181.82,3,2026-01-23 19:04:00,Auction,0,8,8,8,2
684745024,sell-e.com,0,1,90.91,9363.64,3,2026-01-23 18:49:00,Auction,0,11,14,14,2
684745309,07239.com,0,1,90.91,107636.36,13,2026-01-23 18:58:00,Auction,0,10,18,11,7
684746460,dirtyjoes.com,0,1,90.91,217909.09,23,2026-01-23 20:40:00,Auction,0,5,5,5,2
684775082,symbolof.com,0,1,90.91,138181.82,27,2026-01-23 20:38:00,Auction,0,9,13,13,1
684776555,sellduplex.com,0,1,90.91,143363.64,23,2026-01-23 21:00:00,Auction,0,7,3,3,1
684783400,theartcellar.com,4,1,90.91,181454.55,10,2026-01-23 16:14:00,Auction,0,17,27,18,3
684787663,esl-classroom.com,0,1,90.91,16454.55,25,2026-01-23 19:52:00,Auction,22,16,313,29,
684789327,healthychoicenaturalsblog.com,2,1,90.91,1545.45,19,2026-01-23 20:08:00,Auction,0,10,50,16,1
684790211,greenboxapartments.com,0,1,90.91,107727.27,15,2026-01-23 19:44:00,Auction,0,7,31,15,1
684842830,slapclap.com,0,1,90.91,106818.18,19,2026-01-24 16:11:00,Auction,1,11,23,14,
684845721,voteglades.com,4,1,90.91,122272.73,18,2026-01-24 18:30:00,Auction,16,18,317,164,2
684886513,jiiji.com,20,1,90.91,188545.45,15,2026-01-24 16:12:00,Auction,0,0,1,1,4
684940066,burton-inc.com,9,1,90.91,85636.36,17,2026-01-25 18:30:00,Auction,0,5,6,6,1
684940444,gymwith.com,0,1,90.91,220909.09,11,2026-01-25 17:10:00,Auction,6,9,37,18,4
684941089,thaihut-rockford.com,0,1,90.91,11818.18,20,2026-01-25 16:56:00,Auction,20,15,135,133,1
684941935,tjdlabs.com,0,1,90.91,3727.27,3,2026-01-25 21:17:00,Auction,0,5,5,5,2
684943522,subquadratic.com,0,1,90.91,2727.27,3,2026-01-25 21:04:00,Auction,0,4,3,3,1
684947363,recipeclips.com,0,1,90.91,123909.09,2,2026-01-25 20:12:00,Auction,5,10,11,11,1
684962642,buymygun.net,0,1,90.91,15727.27,17,2026-01-25 18:59:00,Auction,0,10,12,12,2
684968762,baysiderecovery.com,0,1,90.91,123272.73,19,2026-01-25 17:34:00,Auction,0,11,13,11,
685091817,freshfoodstore.com,0,1,90.91,139181.82,28,2026-01-26 20:48:00,Auction,0,9,14,13,2
685096883,sfcr.org,2,1,90.91,32818.18,28,2026-01-26 18:45:00,Auction,23,15,109,42,17
685101674,bellav.com,0,1,90.91,466636.36,18,2026-01-26 21:17:00,Auction,0,1,9,9,13
685102443,graphixdepot.me,0,1,90.91,22545.45,8,2026-01-27 19:52:00,Auction,0,0,0,0,11
685102826,graphixdepot.info,0,1,90.91,6090.91,8,2026-01-27 21:12:00,Auction,0,6,24,14,11
685126766,thegoodfellaz.com,0,1,90.91,76363.64,23,2026-01-26 21:10:00,Auction,0,17,397,11,10
681275486,sportsnetwork.org,0,1,90.91,250181.82,27,2026-01-20 17:25:00,Auction,0,12,17,17,31
681621032,tiptone.com,0,1,90.91,221818.18,17,2026-01-22 19:49:00,Auction,0,11,12,10,3
681661245,discoveryvacations.com,0,1,90.91,178000,16,2026-01-22 17:20:00,Auction,0,4,5,5,2
681921602,policywiki.com,0,1,90.91,254272.73,19,2026-01-20 17:44:00,Auction,0,1,12,12,6
681933895,bolly2tolly.me,0,1,90.91,2363.64,8,2026-01-20 21:16:00,Auction,4,16,245,223,51
681954097,thebrainstormgroup.com,0,1,90.91,114909.09,2,2026-01-22 16:04:00,Auction,0,7,5,5,1
682338291,javcosplay.com,350,1,90.91,209454.55,16,2026-01-20 17:38:00,Auction,0,15,82,78,2
682366696,highergolf.com,0,1,90.91,164636.36,2,2026-01-23 18:57:00,Auction,0,0,0,0,
682745032,lostandfoundlings.org,0,1,90.91,5818.18,2,2026-01-19 20:45:00,Auction,0,12,17,17,4
683003421,ridingrailkits.com,0,1,90.91,36272.73,5,2026-01-22 16:31:00,Auction,16,11,86,21,
683167137,holabeer.com,0,1,90.91,127000,9,2026-01-19 17:50:00,Auction,0,11,29,16,1
683170052,ek-empire.com,4,1,90.91,44727.27,6,2026-01-19 16:56:00,Auction,0,7,18,9,1
683414561,maritime-sicherheit-auf-seeschiffen.com,0,1,90.91,1454.55,14,2026-01-23 16:09:00,Auction,0,11,15,15,2
683662797,totalnutritionlakeville.com,52,1,90.91,36363.64,7,2026-01-20 20:11:00,Auction,0,10,15,15,1
683663176,areyawalker.com,0,1,90.91,1818.18,2,2026-01-20 16:32:00,Auction,0,10,9,9,1
683664066,enfootball.com,0,1,90.91,156363.64,2,2026-01-20 18:47:00,Auction,0,9,31,15,1
683667852,finallyasleep.com,0,1,90.91,167636.36,13,2026-01-20 16:39:00,Auction,0,3,1,1,1
683670137,neozeta.com,0,1,90.91,175181.82,2,2026-01-20 17:29:00,Auction,0,13,55,23,3
683680017,tnpeptides.com,0,1,90.91,135181.82,8,2026-01-20 20:09:00,Auction,0,10,10,10,1
683973996,egagent.com,0,1,90.91,13000,3,2026-01-20 20:55:00,Auction,0,1,12,12,1
684021032,tiger444.com,0,1,90.91,199090.91,8,2026-01-21 20:08:00,Auction,12,15,636,63,27
684442171,wholucky.com,0,1,90.91,129000,16,2026-01-22 16:18:00,Auction,0,0,1,1,1
684442654,morotattoo.com,2,1,90.91,106272.73,25,2026-01-22 19:33:00,Auction,0,14,34,30,2
684443037,reretirement.com,0,1,90.91,137818.18,8,2026-01-22 19:30:00,Auction,0,8,10,10,1
684444278,newyorkcitybookfair.com,2,1,90.91,2090.91,12,2026-01-22 19:23:00,Auction,0,1,11,11,1
684447780,aubergelasaintepaix.com,0,1,90.91,49181.82,20,2026-01-22 19:37:00,Auction,23,14,110,40,1
684449177,fullrepuestos.com,0,1,90.91,96636.36,2,2026-01-22 17:37:00,Auction,0,8,11,11,2
684449237,ablissfullife.com,0,1,90.91,110636.36,19,2026-01-22 20:53:00,Auction,0,1,8,8,2
684449636,saultcollege.com,0,1,90.91,199000,25,2026-01-22 20:20:00,Auction,0,7,6,6,4
684451109,imperiumalgo.com,0,1,90.91,2545.45,2,2026-01-22 17:21:00,Auction,0,7,23,13,1
684452729,hempoilsuperstore.com,4,1,90.91,102000,8,2026-01-22 19:30:00,Auction,0,13,51,25,
684453599,picaza.com,0,1,90.91,457818.18,23,2026-01-22 19:32:00,Auction,0,0,2,2,6
684465068,forwives.com,0,1,90.91,136000,23,2026-01-22 19:01:00,Auction,0,6,2,2,1
684487483,standupsisters.org,0,1,90.91,14909.09,11,2026-01-23 18:31:00,Auction,0,1,15,15,2
684491290,eliteecomadvisors.com,0,1,90.91,1000,3,2026-01-22 21:11:00,Auction,0,3,1,1,1
684493994,bluebonnetridge.com,4,1,90.91,173727.27,5,2026-01-22 17:17:00,Auction,0,3,1,1,3
684783490,missionmerch.com,0,1,90.91,150363.64,9,2026-01-23 19:58:00,Auction,0,8,29,23,6
684789888,legalshieldwiz.com,0,1,90.91,104454.55,15,2026-01-23 19:33:00,Auction,0,10,21,20,1
684790192,purposefulpaths.com,0,1,90.91,140363.64,18,2026-01-23 19:32:00,Auction,0,6,9,9,6
684842242,freestevenavery.com,0,1,90.91,30818.18,11,2026-01-24 16:16:00,Auction,0,1,16,16,1
684850803,myfavoritesister.com,0,1,90.91,54909.09,22,2026-01-24 16:02:00,Auction,0,8,14,14,
684856607,adaptivetravels.com,0,1,90.91,123727.27,2,2026-01-24 17:56:00,Auction,0,10,32,16,1
684857033,sciencemagic.com,0,1,90.91,407818.18,23,2026-01-24 21:07:00,Auction,6,11,23,19,10
684899168,noosfera.io,0,1,90.91,144363.64,2,2026-01-24 17:29:00,Auction,0,0,0,0,28
684902677,cosmiledoc.com,0,1,90.91,123636.36,25,2026-01-24 19:17:00,Auction,22,13,31,19,1
684905856,mindfulekoterapi.com,0,1,90.91,38181.82,5,2026-01-24 18:19:00,Auction,0,6,11,11,1
684937250,custombuttons.co,0,1,90.91,2181.82,6,2026-01-25 16:07:00,Auction,0,5,7,7,7
684947070,cm-fitness.com,0,1,90.91,10090.91,6,2026-01-25 17:03:00,Auction,0,9,8,8,2
684947435,accidentlawattorneys.com,0,1,90.91,142545.45,15,2026-01-25 21:02:00,Auction,0,11,1,1,
684947464,ronaldjones.com,0,1,90.91,243727.27,12,2026-01-25 19:58:00,Auction,0,9,8,8,4
